STID,Wind Sensor Height (m),Provider,Start Time,End Time,obs_time,obs_time_years
LAAW3,6.1,"Bureau of Land Management, USDA Forest Service",2004-06-11T00:00:00Z,2025-04-04T21:30:00Z,7602 days 21:30:00,20.81559434177504
NTCC1,6.1,"Bureau of Land Management, National Weather Service",2002-10-17T00:00:00Z,2025-04-04T21:45:00Z,8205 days 21:45:00,22.46654688569473
MLKM8,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2003-02-13T00:00:00Z,2025-04-04T21:58:00Z,8086 days 21:58:00,22.140767358734504
AWWN8,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-10-11T00:00:00Z,2025-04-04T21:34:00Z,8211 days 21:34:00,22.482953076279564
HMDN8,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-09-05T00:00:00Z,2025-04-04T21:58:00Z,8247 days 21:58:00,22.581561335462773
MRLS2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2004-06-11T00:00:00Z,2025-04-04T21:59:00Z,7602 days 21:59:00,20.815649479047835
GALN2,6.1,"Bureau of Land Management, USDA Forest Service",2002-09-05T00:00:00Z,2025-04-04T21:50:00Z,8247 days 21:50:00,22.581546125180623
LTJC1,6.1,"Bureau of Land Management, USDA Forest Service",2002-09-06T00:00:00Z,2025-04-04T21:54:00Z,8246 days 21:54:00,22.578815879534567
SWNF1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-12-30T00:00:00Z,2025-04-04T21:47:00Z,8131 days 21:47:00,22.26394973001749
SAMF1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-12-23T00:00:00Z,2025-04-04T21:14:00Z,8138 days 21:14:00,22.283051943113545
BBNL1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-12-10T00:00:00Z,2025-04-04T21:47:00Z,8151 days 21:47:00,22.318706745760135
SHCM6,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-12-04T00:00:00Z,2025-04-04T21:51:00Z,8157 days 21:51:00,22.335141455624
POCN7,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-12-13T00:00:00Z,2025-04-04T21:17:00Z,8148 days 21:17:00,22.310436154840673
JEFS1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-12-17T00:00:00Z,2025-04-04T21:14:00Z,8144 days 21:14:00,22.299479047836336
SVNS1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2004-06-11T00:00:00Z,2025-04-04T21:23:00Z,7602 days 21:23:00,20.81558103277816
PJNT2,6.1,"Bureau of Land Management, National Park Service",2003-04-28T00:00:00Z,2025-04-04T21:38:00Z,8012 days 21:38:00,21.938128374781353
GORC1,6.1,"Bureau of Land Management, USDA Forest Service",2002-09-07T00:00:00Z,2025-04-04T22:04:00Z,8245 days 22:04:00,22.57609704160012
TR724,2.0,Bureau of Land Management,2003-06-13T00:00:00Z,2025-04-04T21:40:00Z,7966 days 21:40:00,21.812191041143812
AFSN2,6.1,"Bureau of Land Management, USDA Forest Service",2002-09-13T00:00:00Z,2025-04-04T21:50:00Z,8239 days 21:50:00,22.559643318883566
SNYM4,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-09-17T00:00:00Z,2025-04-04T22:03:00Z,8235 days 22:03:00,22.548716632443533
ANEW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2002-09-21T00:00:00Z,2025-04-04T21:09:00Z,8231 days 21:09:00,22.537662559890485
CHEO1,6.1,"Bureau of Land Management, Ohio Division of Forestry",2002-09-27T00:00:00Z,2025-04-04T21:44:00Z,8225 days 21:44:00,22.521302000152104
ZSFO1,6.1,"Bureau of Land Management, Ohio Division of Forestry",2002-11-20T00:00:00Z,2025-04-04T21:51:00Z,8171 days 21:51:00,22.37347136664385
VLYC1,6.1,"Bureau of Land Management, USDA Forest Service",2002-10-01T00:00:00Z,2025-04-04T21:54:00Z,8221 days 21:54:00,22.510369609856262
BDTT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-06T00:00:00Z,2025-04-04T21:08:00Z,8093 days 21:08:00,22.15983724998099
QSHA3,6.1,"Bureau of Land Management, USDA Forest Service",2002-10-08T00:00:00Z,2025-04-04T21:19:00Z,8214 days 21:19:00,22.491138109361927
WALN4,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-10-30T00:00:00Z,2025-04-04T21:56:00Z,8192 days 21:56:00,22.43097573959997
SPCM4,6.1,"Bureau of Land Management, Michigan Dept of Natural Resources",2002-10-16T00:00:00Z,2025-04-04T22:01:00Z,8206 days 22:01:00,22.469315157046164
GROBT,3.0,Bridger Teton National Forest Avalanche Center,2002-10-15T17:00:00Z,2025-04-04T20:00:00Z,8207 days 03:00:00,22.469883641341546
MCOBT,3.0,Bridger Teton National Forest Avalanche Center,2002-10-15T00:00:00Z,2025-04-04T19:00:00Z,8207 days 19:00:00,22.471708875199635
CRIK2,6.1,"Bureau of Land Management, Kentucky Division of Forestry",2003-03-14T00:00:00Z,2025-04-04T21:56:00Z,8057 days 21:56:00,22.061365883337135
BDRM5,6.1,"Bureau of Land Management, Minnesota State Fire",2003-06-19T00:00:00Z,2025-04-04T21:06:00Z,7960 days 21:06:00,21.79569929272188
BTTM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:06:00Z,7602 days 21:06:00,20.81554871092859
BMJM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:06:00Z,7602 days 21:06:00,20.81554871092859
BIRM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:06:00Z,7602 days 21:06:00,20.81554871092859
CAVM5,6.1,"Bureau of Land Management, Minnesota State Fire",2003-05-16T00:00:00Z,2025-04-04T21:06:00Z,7994 days 21:06:00,21.88878621948437
EFFM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:07:00Z,7602 days 21:07:00,20.81555061221386
HIBM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:07:00Z,7602 days 21:07:00,20.81555061221386
HCYM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:07:00Z,7602 days 21:07:00,20.81555061221386
KDNM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:07:00Z,7602 days 21:07:00,20.81555061221386
LXLM5,6.1,"Bureau of Land Management, Minnesota State Fire",2003-05-28T00:00:00Z,2025-03-31T19:07:00Z,7978 days 19:07:00,21.844754353943266
LITM5,6.1,"Bureau of Land Management, Minnesota State Fire",2003-05-27T00:00:00Z,2025-04-04T21:08:00Z,7983 days 21:08:00,21.858673663396456
MZHM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:08:00Z,7602 days 21:08:00,20.815552513499124
JMRM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:08:00Z,7602 days 21:08:00,20.815552513499124
ORBM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:08:00Z,7602 days 21:08:00,20.815552513499124
RNRM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:08:00Z,7602 days 21:08:00,20.815552513499124
SNWM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:08:00Z,7602 days 21:08:00,20.815552513499124
ITCM5,6.1,"Bureau of Land Management, Minnesota State Fire",2004-06-11T00:00:00Z,2025-04-04T21:07:00Z,7602 days 21:07:00,20.81555061221386
BYCU1,6.1,"Bureau of Land Management, National Park Service",2003-03-26T00:00:00Z,2025-04-04T21:23:00Z,8045 days 21:23:00,22.02844893147768
HAKL1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-07T00:00:00Z,2025-04-04T21:49:00Z,8184 days 21:49:00,22.409059624306032
BPNC1,6.1,"Bureau of Land Management, USDA Forest Service",2002-11-21T00:00:00Z,2025-04-04T21:54:00Z,8170 days 21:54:00,22.370739219712526
GFSK2,6.1,"Bureau of Land Management, Kentucky Division of Forestry",2003-04-22T00:00:00Z,2025-04-04T21:55:00Z,8018 days 21:55:00,21.954587801353714
NLHV1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2003-07-24T00:00:00Z,2025-04-04T21:25:00Z,7925 days 21:25:00,21.699910639592364
PREM2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-02T00:00:00Z,2025-04-04T21:19:00Z,8189 days 21:19:00,22.422691839683626
LVYN2,6.1,"Bureau of Land Management, National Interagency Fire Center",2002-11-14T00:00:00Z,2025-04-04T21:38:00Z,8177 days 21:38:00,22.389873754658147
BLWM2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-02T00:00:00Z,2025-04-04T21:55:00Z,8189 days 21:55:00,22.422760285953306
OCVN4,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-02T00:00:00Z,2025-04-04T21:31:00Z,8189 days 21:31:00,22.42271465510685
ABMN6,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-02T00:00:00Z,2025-04-04T21:25:00Z,8189 days 21:25:00,22.42270324739524
NINR1,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2003-05-01T00:00:00Z,2025-04-04T21:32:00Z,8009 days 21:32:00,21.929903414708342
BBYV2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-02T00:00:00Z,2025-04-04T21:54:00Z,8189 days 21:54:00,22.422758384668036
PRGV2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2003-01-08T00:00:00Z,2025-04-04T21:51:00Z,8122 days 21:51:00,22.239316678074378
ZIOU1,6.1,"Bureau of Land Management, National Park Service",2002-11-05T00:00:00Z,2025-04-04T21:28:00Z,8186 days 21:28:00,22.41449539888965
MAYW3,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-06T00:00:00Z,2025-04-04T21:30:00Z,8185 days 21:30:00,22.411761350673054
NEHW3,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2004-06-11T00:00:00Z,2025-04-04T21:48:00Z,7602 days 21:48:00,20.81562856490988
BIGI3,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2003-01-24T00:00:00Z,2025-04-04T21:47:00Z,8106 days 21:47:00,22.19550346033919
DEOI4,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-10T00:00:00Z,2025-04-04T21:45:00Z,8181 days 21:45:00,22.40083846680356
NSWI4,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-10T00:00:00Z,2025-04-04T21:31:00Z,8181 days 21:31:00,22.400811848809795
COWI2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-10T00:00:00Z,2025-04-04T21:55:00Z,8181 days 21:55:00,22.40085747965625
AGRM5,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-10T00:00:00Z,2025-04-04T21:20:00Z,8181 days 21:20:00,22.40079093467184
DMLM5,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2002-11-10T00:00:00Z,2025-04-04T21:20:00Z,8181 days 21:20:00,22.40079093467184
CSCM5,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2004-06-11T00:00:00Z,2025-04-04T21:20:00Z,7602 days 21:20:00,20.81557532892235
CCYC2,6.1,"Bureau of Land Management, Pueblo County Emergency Management",2002-11-21T00:00:00Z,2025-04-04T21:57:00Z,8170 days 21:57:00,22.37074492356833
CEKC1,6.1,"Bureau of Land Management, USDA Forest Service",2002-11-22T00:00:00Z,2025-04-04T21:54:00Z,8169 days 21:54:00,22.368001368925395
TEXT2,6.1,"Bureau of Land Management, Texas Forest Service",2002-11-27T00:00:00Z,2025-04-04T22:04:00Z,8164 days 22:04:00,22.35433112784242
RBYC1,6.1,"Bureau of Land Management, California Department of Forestry",2002-12-13T00:00:00Z,2025-04-04T21:12:00Z,8148 days 21:12:00,22.310426648414328
HSEC1,6.1,"Bureau of Land Management, California Department of Forestry",2002-12-12T00:00:00Z,2025-04-04T21:13:00Z,8149 days 21:13:00,22.31316640048673
CBDT2,6.1,"Bureau of Land Management, Texas Forest Service",2002-12-12T00:00:00Z,2025-04-04T21:07:00Z,8149 days 21:07:00,22.313154992775114
CYSM6,6.1,"Bureau of Land Management, Mississippi Forest Commission",2003-03-07T00:00:00Z,2025-04-04T21:09:00Z,8064 days 21:09:00,22.080441478439425
NNHM6,6.1,"Bureau of Land Management, Mississippi Forest Commission",2002-12-13T00:00:00Z,2025-04-04T21:09:00Z,8148 days 21:09:00,22.310420944558523
RMAM6,6.1,"Bureau of Land Management, Mississippi Forest Commission",2002-12-13T00:00:00Z,2025-04-04T21:09:00Z,8148 days 21:09:00,22.310420944558523
SHLA1,6.1,"Bureau of Land Management, USDA Forest Service",2002-12-21T00:00:00Z,2025-04-04T21:14:00Z,8140 days 21:14:00,22.288527644687807
DENT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-06T00:00:00Z,2025-04-04T21:05:00Z,8093 days 21:05:00,22.15983154612518
HDRT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-06T00:00:00Z,2025-04-04T21:06:00Z,8093 days 21:06:00,22.15983344741045
WVLT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-06T00:00:00Z,2025-04-04T22:04:00Z,8093 days 22:04:00,22.159943721956044
STUC1,6.1,"Bureau of Land Management, USDA Forest Service",2003-01-16T00:00:00Z,2025-04-04T21:54:00Z,8114 days 21:54:00,22.217419575633127
MSAT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-01-16T00:00:00Z,2025-04-04T21:05:00Z,8114 days 21:05:00,22.217326412654955
CYVC1,6.1,"Bureau of Land Management, USDA Forest Service",2003-01-17T00:00:00Z,2025-04-04T21:59:00Z,8113 days 21:59:00,22.21469123127234
HTVT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-06T00:00:00Z,2025-04-04T21:06:00Z,8093 days 21:06:00,22.15983344741045
HBOM8,6.1,"Bureau of Land Management, National Park Service",2003-04-05T00:00:00Z,2025-04-04T21:29:00Z,8035 days 21:29:00,22.001081831317972
CKST2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-06T00:00:00Z,2025-04-04T21:07:00Z,8093 days 21:07:00,22.15983534869572
ABEI,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T19:30:00Z,8095 days 19:30:00,22.165126625598905
AGKO,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
BKVO,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
CJDW,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
DENI,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
DTRO,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
EURN,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
FALN,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
GCDW,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
KFLW,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
KTBI,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T19:30:00Z,8095 days 19:30:00,22.165126625598905
LBRW,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
LORO,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
MNTI,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2012-06-22T00:00:00Z,2025-04-04T19:30:00Z,4669 days 19:30:00,12.785249828884325
SBMW,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
SILW,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
PKLT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-06T00:00:00Z,2025-04-04T22:05:00Z,8093 days 22:05:00,22.15994562324131
BNDW,3.0,U.S. Bureau of Reclamation Pacific Northwest Region,2003-02-14T00:00:00Z,2025-04-04T20:30:00Z,8085 days 20:30:00,22.137862194843713
BKBW1,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",2003-03-28T00:00:00Z,2025-04-04T21:31:00Z,8043 days 21:31:00,22.022988440185564
WDAC1,6.1,"Bureau of Land Management, California Department of Forestry",2003-05-24T00:00:00Z,2025-04-04T21:51:00Z,7986 days 21:51:00,21.866968971024413
KRBT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-02-22T00:00:00Z,2025-04-04T21:05:00Z,8077 days 21:05:00,22.116025933531066
NUNC2,3.05,Natural Resources Conservation Service,2018-04-26T07:34:00Z,2025-04-04T21:00:00Z,2535 days 13:26:00,6.941984181306563
FASM8,3.05,Natural Resources Conservation Service,2004-05-21T00:00:00Z,2025-04-04T21:00:00Z,7623 days 21:00:00,20.87303216974675
ADRN5,3.05,Natural Resources Conservation Service,2004-05-21T00:00:00Z,2025-04-04T21:00:00Z,7623 days 21:00:00,20.87303216974675
LDDW1,3.05,Natural Resources Conservation Service,2003-02-26T00:00:00Z,2025-04-04T21:00:00Z,8073 days 21:00:00,22.105065023956193
TRGW4,3.05,Natural Resources Conservation Service,2018-04-26T07:34:00Z,2025-04-04T21:00:00Z,2535 days 13:26:00,6.941984181306563
AZM27,3.0,University of Arizona,2002-08-13T00:00:00Z,2025-04-04T21:00:00Z,8270 days 21:00:00,22.644421629021217
AFRG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
BOLG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2003-03-06T00:00:00Z,2025-04-04T22:03:00Z,8065 days 22:03:00,22.083281998631076
EJAG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2003-04-25T00:00:00Z,2025-04-04T22:02:00Z,8015 days 22:02:00,21.9463875579892
DLSG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
DSVG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
HRDG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
MRAG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
PLAG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2003-03-06T00:00:00Z,2025-04-04T21:48:00Z,8065 days 21:48:00,22.08325347935204
GRNW2,6.1,"Bureau of Land Management, National Park Service",2004-06-11T00:00:00Z,2025-04-04T21:05:00Z,7602 days 21:05:00,20.81554680964332
BYRG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2003-03-06T00:00:00Z,2025-04-04T22:05:00Z,8065 days 22:05:00,22.08328580120161
MDWG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
TR889,6.1,Bureau of Land Management,2003-04-29T00:00:00Z,2025-04-04T21:56:00Z,8011 days 21:56:00,21.93542474712906
CMLG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2003-03-21T00:00:00Z,2025-04-04T22:04:00Z,8050 days 22:04:00,22.04221613810936
AELG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
MTFG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
VCRT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-03-26T00:00:00Z,2025-04-04T22:04:00Z,8045 days 22:04:00,22.0285268841737
RLKC1,6.1,"Bureau of Land Management, USDA Forest Service",2003-06-24T00:00:00Z,2025-04-04T21:23:00Z,7955 days 21:23:00,21.78204236063579
BNYN7,6.1,"Bureau of Land Management, North Carolina Div Forest Resource",2003-03-27T00:00:00Z,2025-04-04T21:13:00Z,8044 days 21:13:00,22.02569206783786
BXYG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T21:38:00Z,7602 days 21:38:00,20.81560955205719
OKEG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2003-06-09T00:00:00Z,2025-04-04T22:04:00Z,7970 days 22:04:00,21.823188075138795
ELOM5,6.1,"Bureau of Land Management, USDA Forest Service",2003-07-22T00:00:00Z,2025-04-04T22:04:00Z,7927 days 22:04:00,21.705460491292115
ISAM5,6.1,"Bureau of Land Management, USDA Forest Service",2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
MEAM5,6.1,"Bureau of Land Management, USDA Forest Service",2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
SEAM5,6.1,"Bureau of Land Management, USDA Forest Service",2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
JBGC1,6.1,"Bureau of Land Management, California Department of Forestry",2003-04-21T00:00:00Z,2025-04-04T21:13:00Z,8019 days 21:13:00,21.957245798159555
LOUG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
WSNG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
IVET2,6.1,"Bureau of Land Management, Texas Forest Service",2003-04-08T00:00:00Z,2025-04-04T21:07:00Z,8032 days 21:07:00,21.99282645068066
STRG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2003-06-06T00:00:00Z,2025-04-04T21:19:00Z,7973 days 21:19:00,21.831316069663092
NNAG1,6.1,"Bureau of Land Management, Georgia Forestry Commission",2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
LNIH1,6.1,"Bureau of Land Management, Hawaii Div Forestry & Wildlife",2003-04-12T00:00:00Z,2025-04-04T21:37:00Z,8028 days 21:37:00,21.981932086090197
JCAK2,6.1,"Bureau of Land Management, Kentucky Division of Forestry",2003-04-12T00:00:00Z,2025-04-04T21:56:00Z,8028 days 21:56:00,21.981968210510306
MLKH1,6.1,"Bureau of Land Management, Hawaii Div Forestry & Wildlife",2003-04-15T00:00:00Z,2025-04-04T21:37:00Z,8025 days 21:37:00,21.9737185337288
PULH1,6.1,"Bureau of Land Management, Hawaii Div Forestry & Wildlife",2003-04-15T00:00:00Z,2025-04-04T21:37:00Z,8025 days 21:37:00,21.9737185337288
PWWH1,6.1,"Bureau of Land Management, Hawaii Div Forestry & Wildlife",2003-04-16T00:00:00Z,2025-04-04T21:37:00Z,8024 days 21:37:00,21.97098068294167
BSAK2,6.1,"Bureau of Land Management, Kentucky Division of Forestry",2003-04-16T00:00:00Z,2025-04-04T21:56:00Z,8024 days 21:56:00,21.971016807361778
WNVH1,6.1,"Bureau of Land Management, Hawaii Div Forestry & Wildlife",2003-04-18T00:00:00Z,2025-04-04T21:37:00Z,8022 days 21:37:00,21.965504981367403
TR931,2.0,Bureau of Land Management,2003-08-19T00:00:00Z,2025-04-04T21:20:00Z,7899 days 21:20:00,21.628717012700587
BTRT2,6.1,"Bureau of Land Management, Texas Forest Service",2003-04-26T00:00:00Z,2025-04-04T21:08:00Z,8014 days 21:08:00,21.94354703779755
MIRT2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2003-06-25T00:00:00Z,2025-04-04T21:12:00Z,7954 days 21:12:00,21.7792835957107
GZFC1,6.1,"Bureau of Land Management, USDA Forest Service",2003-05-02T00:00:00Z,2025-04-04T21:17:00Z,8008 days 21:17:00,21.92713704464218
BNHT2,6.1,"Bureau of Land Management, Texas Forest Service",2004-06-11T00:00:00Z,2025-04-04T21:08:00Z,7602 days 21:08:00,20.815552513499124
BNTC1,6.1,"Bureau of Land Management, California Department of Forestry",2003-07-31T00:00:00Z,2025-04-04T21:14:00Z,7918 days 21:14:00,21.680724769944483
LRCM8,6.1,"Bureau of Land Management, USDA Forest Service",2003-05-14T00:00:00Z,2025-04-04T21:09:00Z,7996 days 21:09:00,21.89426762491444
CTMU1,6.1,"Bureau of Land Management, USDA Forest Service",2003-05-21T00:00:00Z,2025-04-04T21:40:00Z,7989 days 21:40:00,21.87516160924785
STOM4,6.1,"Bureau of Land Management, USDA Forest Service",2004-08-11T00:00:00Z,2025-04-04T21:32:00Z,7541 days 21:32:00,20.64858924633052
CASM5,6.1,"Bureau of Land Management, USDA Forest Service",2003-07-17T00:00:00Z,2025-04-04T22:01:00Z,7932 days 22:01:00,21.71914404137197
KNMM5,6.1,"Bureau of Land Management, National Park Service",2004-06-11T00:00:00Z,2025-04-04T21:31:00Z,7602 days 21:31:00,20.81559624306031
GMFN6,6.1,"Bureau of Land Management, N Y State Forest Div of Forest Protection",2003-05-29T00:00:00Z,2025-04-04T21:08:00Z,7981 days 21:08:00,21.853197961822193
SRON6,6.1,"Bureau of Land Management, N Y State Forest Div of Forest Protection",2003-05-29T00:00:00Z,2025-04-04T21:07:00Z,7981 days 21:07:00,21.853196060536924
SBFN6,6.1,"Bureau of Land Management, N Y State Forest Div of Forest Protection",2003-05-29T00:00:00Z,2025-04-04T21:08:00Z,7981 days 21:08:00,21.853197961822193
BCHN6,6.1,"Bureau of Land Management, N Y State Forest Div of Forest Protection",2003-05-29T00:00:00Z,2025-04-04T21:48:00Z,7981 days 21:48:00,21.853274013232944
BKKW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2003-06-18T00:00:00Z,2025-04-04T21:09:00Z,7961 days 21:09:00,21.798442847364818
