STID,Wind Sensor Height (m),Provider,Start Time,End Time,obs_time,obs_time_years
SGFO3,6.1,"Bureau of Land Management, USDA Forest Service",2000-05-26T00:00:00Z,2025-04-04T21:06:00Z,9079 days 21:06:00,24.8593543235227
SMFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:03:00Z,9255 days 22:03:00,25.341324435318274
TMFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:08:00Z,9255 days 21:08:00,25.34121986462849
TOFO3,6.1,"Bureau of Land Management, USDA Forest Service",2000-05-19T00:00:00Z,2025-04-04T21:32:00Z,9086 days 21:32:00,24.878568712449617
TCFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
TUFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:12:00Z,9255 days 21:12:00,25.341227469769564
VCFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",2000-02-10T00:00:00Z,2025-04-04T21:53:00Z,9185 days 21:53:00,25.149655867366338
WTFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:43:00Z,9255 days 21:43:00,25.3412864096129
WMFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:16:00Z,9255 days 21:16:00,25.34123507491064
WKFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
YEFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:17:00Z,9255 days 21:17:00,25.34123697619591
BBFO3,6.1,"Bureau of Land Management, USDA Forest Service",2000-04-14T00:00:00Z,2025-04-04T21:39:00Z,9121 days 21:39:00,24.97440679899612
ACRU1,6.1,"Bureau of Land Management, National Park Service",1997-01-08T00:00:00Z,2025-04-04T21:07:00Z,10313 days 21:07:00,28.237864096128984
ARAU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-14T00:00:00Z,2025-04-04T21:58:00Z,9761 days 21:58:00,26.726667427180775
ASYU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:12:00Z,10320 days 21:12:00,28.25703855806525
BADU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-14T00:00:00Z,2025-04-04T21:52:00Z,10307 days 21:52:00,28.22152254924329
BIVU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:20:00Z,10320 days 21:20:00,28.257053768347404
BKCU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
BSTU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:25:00Z,10320 days 21:25:00,28.257063274773746
BRPU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:40:00Z,10320 days 21:40:00,28.25709179405278
BCRU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:48:00Z,10320 days 21:48:00,28.25710700433493
BUKU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:12:00Z,10320 days 21:12:00,28.25703855806525
BEUU1,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T22:01:00Z,9747 days 22:01:00,26.68834322001673
CCRU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-04-12T00:00:00Z,2025-04-04T21:28:00Z,10219 days 21:28:00,27.980546049129213
CHPU1,6.1,"Bureau of Land Management, USDA Forest Service",1998-11-17T00:00:00Z,2025-04-04T21:58:00Z,9635 days 21:58:00,26.38169822800213
DIAU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
FIVU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-05-27T00:00:00Z,2025-04-04T21:28:00Z,10174 days 21:28:00,27.857342763708267
FTMU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:17:00Z,10320 days 21:17:00,28.257048064491595
HWAU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:10:00Z,10320 days 21:10:00,28.257034755494715
HOHU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:37:00Z,10320 days 21:37:00,28.257086090196974
HSRU1,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-30T00:00:00Z,2025-04-04T21:12:00Z,9745 days 21:12:00,26.682774355464293
JSPU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:46:00Z,10320 days 21:46:00,28.257103201764394
JVAU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:16:00Z,10320 days 21:16:00,28.25704616320633
KAGU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:42:00Z,10320 days 21:42:00,28.257095596623316
KPRU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:26:00Z,10320 days 21:26:00,28.257065176059015
LPRU1,6.1,"Bureau of Land Management, National Park Service",1997-01-14T00:00:00Z,2025-04-04T21:25:00Z,10307 days 21:25:00,28.22147121454103
LSCU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:37:00Z,10320 days 21:37:00,28.257086090196974
MCKU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
MSRU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:37:00Z,10320 days 21:37:00,28.257086090196974
PGRU1,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:55:00Z,9747 days 21:55:00,26.68833181230512
SBWU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:51:00Z,10320 days 21:51:00,28.257112708190736
SIGU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:08:00Z,10320 days 21:08:00,28.257030952924175
TFRU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:57:00Z,10320 days 21:57:00,28.25712411590235
TBSU1,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-29T00:00:00Z,2025-04-04T21:10:00Z,9746 days 21:10:00,26.68550840368089
TVWU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:36:00Z,10320 days 21:36:00,28.257084188911705
UPRU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
USWU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
VENU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:42:00Z,10320 days 21:42:00,28.257095596623316
WRRU1,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T22:04:00Z,10320 days 22:04:00,28.25713742489923
WHBU1,6.1,"Bureau of Land Management, Bureau of Indian Affairs Uintah Ouray Agency",1998-07-14T00:00:00Z,2025-04-04T21:48:00Z,9761 days 21:48:00,26.726648414328086
WNTU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
SFLU1,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
YLSU1,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:13:00Z,9747 days 21:13:00,26.68825195832383
ABNW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",1999-12-03T00:00:00Z,2025-04-04T22:01:00Z,9254 days 22:01:00,25.338582781960607
ADFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:10:00Z,9677 days 21:10:00,26.496596699368773
BMFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:56:00Z,9677 days 21:56:00,26.49668415849114
CMFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-05-12T00:00:00Z,2025-04-04T21:26:00Z,9093 days 21:26:00,24.897722260247928
CYFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-20T00:00:00Z,2025-04-04T21:52:00Z,9054 days 21:52:00,24.790995512966767
BSCA4,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-12T00:00:00Z,2025-04-04T21:17:00Z,9062 days 21:17:00,24.812831774279413
CGFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-09T00:00:00Z,2025-04-04T21:12:00Z,9065 days 21:12:00,24.821035820214465
DMFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:56:00Z,9677 days 21:56:00,26.49668415849114
DOUW1,6.1,"Bureau of Land Management, National Interagency Fire Center",2000-03-24T00:00:00Z,2025-04-04T21:48:00Z,9142 days 21:48:00,25.031918777093313
DIFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-11-17T00:00:00Z,2025-04-04T21:06:00Z,9635 days 21:06:00,26.38159936116815
DRYW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-05-22T00:00:00Z,2025-04-04T21:37:00Z,9083 days 21:37:00,24.870364666514565
FIFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-07-07T00:00:00Z,2025-04-04T21:28:00Z,9037 days 21:28:00,24.744406418739068
FBFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-03-07T00:00:00Z,2025-04-04T21:36:00Z,9159 days 21:36:00,25.078439425051336
FTFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:30:00Z,9677 days 21:30:00,26.49663472507415
GHFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-03T00:00:00Z,2025-04-04T21:28:00Z,9071 days 21:28:00,24.83749334550156
GMFW1,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:11:00Z,9677 days 21:11:00,26.496598600654043
GWFW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-05-22T00:00:00Z,2025-04-04T22:00:00Z,9083 days 22:00:00,24.870408396075746
GRFW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-04-20T00:00:00Z,2025-04-04T21:09:00Z,9115 days 21:09:00,24.957922655715265
HGFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-23T00:00:00Z,2025-04-04T21:53:00Z,9051 days 21:53:00,24.78278386189064
TRKW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-04-28T00:00:00Z,2025-04-04T22:00:00Z,9107 days 22:00:00,24.93611681496692
EMTW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-05-16T00:00:00Z,2025-04-04T22:00:00Z,9089 days 22:00:00,24.88683550079854
UCNC2,6.1,"Bureau of Land Management, USDA Forest Service",2006-03-25T00:00:00Z,2025-04-04T21:59:00Z,6950 days 21:59:00,19.030570765837705
HKFW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-04-21T00:00:00Z,2025-04-04T21:11:00Z,9114 days 21:11:00,24.95518860749867
HUFW1,6.1,"Bureau of Land Management, USDA Forest Service",2001-07-05T00:00:00Z,2025-04-04T21:08:00Z,8674 days 21:08:00,23.750528557304737
JEFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-22T00:00:00Z,2025-04-04T21:36:00Z,9052 days 21:36:00,24.7854893908282
SKKW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-07-06T00:00:00Z,2025-04-04T21:29:00Z,9038 days 21:29:00,24.74714617081147
JUFW1,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:49:00Z,9677 days 21:49:00,26.496670849494258
KTLW1,6.1,"Bureau of Land Management, National Park Service",1998-10-06T00:00:00Z,2025-04-04T21:37:00Z,9677 days 21:37:00,26.496648034071033
KCFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-07-31T00:00:00Z,2025-04-04T21:28:00Z,9013 days 21:28:00,24.6786979998479
KOSW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-04-26T00:00:00Z,2025-04-04T21:11:00Z,9109 days 21:11:00,24.94149935356301
KMFW1,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-11-17T00:00:00Z,2025-04-04T21:08:00Z,9635 days 21:08:00,26.38160316373869
LSFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-30T00:00:00Z,2025-04-04T21:29:00Z,9044 days 21:29:00,24.76357327553426
LLFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:36:00Z,9677 days 21:36:00,26.496646132785763
MIPW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-04-24T00:00:00Z,2025-04-04T22:00:00Z,9111 days 22:00:00,24.947068218115447
NCSW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-03-24T00:00:00Z,2025-04-04T21:06:00Z,9142 days 21:06:00,25.031838923112023
NEFW1,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:57:00Z,9677 days 21:57:00,26.49668605977641
OVLW1,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-11-16T00:00:00Z,2025-04-04T21:41:00Z,9636 days 21:41:00,26.38440375693969
OCFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-22T00:00:00Z,2025-04-04T21:09:00Z,9052 days 21:09:00,24.78543805612594
OMFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-03-24T00:00:00Z,2025-04-04T21:56:00Z,9142 days 21:56:00,25.031933987375467
OLFW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-06-20T00:00:00Z,2025-04-04T22:00:00Z,9054 days 22:00:00,24.791010723248917
PMFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:55:00Z,9677 days 21:55:00,26.496682257205872
PEFW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-05-16T00:00:00Z,2025-04-04T21:11:00Z,9089 days 21:11:00,24.886742337820365
PEOW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-03-07T00:00:00Z,2025-04-04T21:06:00Z,9159 days 21:06:00,25.07838238649327
QCNW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-22T00:00:00Z,2025-04-04T21:36:00Z,9052 days 21:36:00,24.7854893908282
MEFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-05-18T00:00:00Z,2025-04-04T21:25:00Z,9087 days 21:25:00,24.881293254239868
PIFW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-05-17T00:00:00Z,2025-04-04T21:09:00Z,9088 days 21:09:00,24.8840006844627
SMFW1,6.1,"Bureau of Land Management, Washington Dept of Nat Resources Div Fire Control",2000-05-25T00:00:00Z,2025-04-04T21:09:00Z,9080 days 21:09:00,24.86209787816564
FWFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-05-26T00:00:00Z,2025-04-04T21:07:00Z,9079 days 21:07:00,24.85935622480797
TCFW1,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T22:03:00Z,9677 days 22:03:00,26.496697467488023
TPFW1,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
FTAW1,6.1,"Bureau of Land Management, USDA Forest Service",2001-07-20T00:00:00Z,2025-04-04T21:07:00Z,8659 days 21:07:00,23.70945889421249
BKRW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-15T00:00:00Z,2025-04-04T21:25:00Z,9059 days 21:25:00,24.804633432200166
VPFW1,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-02T00:00:00Z,2025-04-04T22:04:00Z,9072 days 22:04:00,24.84029964255837
ANDW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:50:00Z,10320 days 21:50:00,28.25711080690547
BRLW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:55:00Z,9747 days 21:55:00,26.68833181230512
BUJW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T22:04:00Z,9747 days 22:04:00,26.68834892387254
ERAW4,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:52:00Z,10320 days 21:52:00,28.257114609476005
CAMW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:50:00Z,10320 days 21:50:00,28.25711080690547
CMRW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:52:00Z,9747 days 21:52:00,26.68832610844931
COWW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:43:00Z,10320 days 21:43:00,28.257097497908585
CDAW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:12:00Z,9747 days 21:12:00,26.68825005703856
DODW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:44:00Z,9747 days 21:44:00,26.68831089816716
ECEW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:51:00Z,9747 days 21:51:00,26.688324207164044
ELKW4,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:57:00Z,10320 days 21:57:00,28.25712411590235
ESTW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:52:00Z,9747 days 21:52:00,26.68832610844931
RSNW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:10:00Z,9746 days 21:10:00,26.68550840368089
GTGW4,6.1,"Bureau of Land Management, National Park Service",1997-01-01T00:00:00Z,2025-04-04T21:58:00Z,10320 days 21:58:00,28.25712601718762
GCRW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:42:00Z,10320 days 21:42:00,28.257095596623316
HAFW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-29T00:00:00Z,2025-04-04T21:26:00Z,9746 days 21:26:00,26.68553882424519
HOBW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:51:00Z,9747 days 21:51:00,26.688324207164044
HHRW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:52:00Z,9747 days 21:52:00,26.68832610844931
MCRW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:58:00Z,9747 days 21:58:00,26.688337516160924
MUDW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:43:00Z,10320 days 21:43:00,28.257097497908585
PCRW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:46:00Z,10320 days 21:46:00,28.257103201764394
QADW4,6.1,"Bureau of Land Management, National Park Service",1998-07-28T00:00:00Z,2025-04-04T21:49:00Z,9747 days 21:49:00,26.688320404593505
RASW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-29T00:00:00Z,2025-04-04T21:10:00Z,9746 days 21:10:00,26.68550840368089
RATW4,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:40:00Z,9747 days 21:40:00,26.688303293026085
RHKW4,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T22:05:00Z,9747 days 22:05:00,26.688350825157805
SAWW4,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:52:00Z,10320 days 21:52:00,28.257114609476005
